time,value
0,3.150003
0.025,3.700005
0.05,3.625005
0.075,3.075003
0.1,5.05001
0.125,4.175007
0.15,5.800013
0.175,3.275003
0.2,5.450012
0.225,3.850006
0.25,3.725005
0.275,5.250011
0.3,3.550004
0.325,3.525004
0.35,3.675005
0.375,3.650005
0.4,4.175007
0.425,3.600005
0.45,3.600005
0.475,4.075006
0.5,6.350015
0.525,5.700013
0.55,3.050003
0.575,3.875006
0.6,3.975006
0.625,6.875017
0.65,3.250003
0.675,3.325004
0.7,4.625009
0.725,3.625005
0.75,3.375004
0.775,2.975002
